Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Solex Energy Limited,SOLEX,Solex Energy Limited,Active,,,,,,,,,
STL Global Limited,SGL,STL Global Limited,Active,,,,,,,,,
Omax Autos Limited,OMAXAUTO,Omax Autos Limited,Active,,,,,,,,,
Lambodhara Textiles Limited,LAMBODHARA,Lambodhara Textiles Limited,Active,,,,,,,,,
Prakash Steelage Limited,PRAKASHSTL,Prakash Steelage Limited,Active,,,,,,,,,
DB (International) Stock Brokers Limited,DBSTOCKBRO,DB (International) Stock Brokers Limited,Active,,,,,,,,,
S.E. Power Limited,SEPOWER,S.E. Power Limited,Active,,,,,,,,,
Dhruv Consultancy Services Limited,DHRUV,Dhruv Consultancy Services Limited,Active,,,,,,,,,
Ausom Enterprise Limited,AUSOMENT,Ausom Enterprise Limited,Active,,,,,,,,,
Steel City Securities Limited,STEELCITY,Steel City Securities Limited,Active,,,,,,,,,
Shiva Mills Limited,SHIVAMILLS,Shiva Mills Limited,Active,,,,,,,,,
Focus Lighting and Fixtures Limited,FOCUS,Focus Lighting and Fixtures Limited,Active,,,,,,,,,
AMD Industries Limited,AMDIND,AMD Industries Limited,Active,,,,,,,,,
Mcnally Bharat Engineering Company Limited,MBECL,Mcnally Bharat Engineering Company Limited,Active,,,,,,,,,
Consolidated Construction Consortium Limited,CCCL,Consolidated Construction Consortium Limited,Active,,,,,,,,,
Empyrean Cashews Limited,KRISHIVAL,Empyrean Cashews Limited,Active,,,,,,,,,
Shree Vasu Logistics Limited,SVLL,Shree Vasu Logistics Limited,Active,,,,,,,,,
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Active,,,,,,,,,
Seya Industries Limited,SEYAIND,Seya Industries Limited,Active,,,,,,,,,
Tokyo Plast International Limited,TOKYOPLAST,Tokyo Plast International Limited,Active,,,,,,,,,
V Marc India Limited,VMARCIND,V Marc India Limited,Active,,,,,,,,,
Rolta India Limited,ROLTA,Rolta India Limited,Active,,,,,,,,,
S.A.L. Steel Limited,SALSTEEL,S.A.L. Steel Limited,Active,,,,,,,,,
Banka BioLoo Limited,BANKA,Banka BioLoo Limited,Active,,,,,,,,,
Aro Granite Industries Limited,AROGRANITE,Aro Granite Industries Limited,Active,,,,,,,,,
Ujaas Energy Limited,UJAAS,Ujaas Energy Limited,Active,,,,,,,,,
Century Extrusions Limited,CENTEXT,Century Extrusions Limited,Active,,,,,,,,,
Ganga Forging Limited,GANGAFORGE,Ganga Forging Limited,Active,,,,,,,,,
Sanwaria Consumer Limited,SANWARIA,Sanwaria Consumer Limited,Active,,,,,,,,,
Alkali Metals Limited,ALKALI,Alkali Metals Limited,Active,,,,,,,,,
Madhav Copper Limited,MCL,Madhav Copper Limited,Active,,,,,,,,,
TREJHARA SOLUTIONS LIMITED,TREJHARA,TREJHARA SOLUTIONS LIMITED,Active,,,,,,,,,
Tarmat Limited,TARMAT,Tarmat Limited,Active,,,,,,,,,
M K Proteins Limited,MKPL,M K Proteins Limited,Active,,,,,,,,,
Anik Industries Limited,ANIKINDS,Anik Industries Limited,Active,,,,,,,,,
R. S. Software (India) Limited,RSSOFTWARE,R. S. Software (India) Limited,Active,,,,,,,,,
Moksh Ornaments Limited,MOKSH,Moksh Ornaments Limited,Active,,,,,,,,,
Jet Freight Logistics Limited,JETFREIGHT,Jet Freight Logistics Limited,Active,,,,,,,,,
Shree Rama Multi-Tech Limited,SHREERAMA,Shree Rama Multi-Tech Limited,Active,,,,,,,,,
Archidply Industries Limited,ARCHIDPLY,Archidply Industries Limited,Active,,,,,,,,,
Sumeet Industries Limited,SUMEETINDS,Sumeet Industries Limited,Active,,,,,,,,,
Standaselected Industries Limited,SIL,Standaselected Industries Limited,Active,,,,,,,,,
Cinevista Limited,CINEVISTA,Cinevista Limited,Active,,,,,,,,,
Keynote Financial Services Limited,KEYFINSERV,Keynote Financial Services Limited,Active,,,,,,,,,
Morarjee Textiles Limited,MORARJEE,Morarjee Textiles Limited,Active,,,,,,,,,
Nitiraj Engineers Limited,NITIRAJ,Nitiraj Engineers Limited,Active,,,,,,,,,
Sambhaav Media Limited,SAMBHAAV,Sambhaav Media Limited,Active,,,,,,,,,
Delta Manufacturing Limited,DELTAMAGNT,Delta Manufacturing Limited,Active,,,,,,,,,
Brand Concepts Limited,BCONCEPTS,Brand Concepts Limited,Active,,,,,,,,,
Shree Tirupati Balajee FIBC Limited,TIRUPATI,Shree Tirupati Balajee FIBC Limited,Active,,,,,,,,,
Agri-Tech (India) Limited,AGRITECH,Agri-Tech (India) Limited,Active,,,,,,,,,
Sonam Clock Limited,SONAMCLOCK,Sonam Clock Limited,Active,,,,,,,,,
Punj Lloyd Limited,PUNJLLOYD,Punj Lloyd Limited,Active,,,,,,,,,
Hindcon Chemicals Limited,HINDCON,Hindcon Chemicals Limited,Active,,,,,,,,,
Ambani Organics Limited,AMBANIORG,Ambani Organics Limited,Active,,,,,,,,,
Global Education Limited,GLOBAL,Global Education Limited,Active,,,,,,,,,
Vaishali Pharma Limited,VAISHALI,Vaishali Pharma Limited,Active,,,,,,,,,
Precision Metaliks Limited,PRECISION,Precision Metaliks Limited,Active,,,,,,,,,
Geekay Wires Limited,GEEKAYWIRE,Geekay Wires Limited,Active,,,,,,,,,
Mahickra Chemicals Limited,MAHICKRA,Mahickra Chemicals Limited,Active,,,,,,,,,
Uravi T and Wedge Lamps Limited,URAVI,Uravi T and Wedge Lamps Limited,Active,,,,,,,,,
Sical Logistics Limited,SICAL,Sical Logistics Limited,Active,,,,,,,,,
Pritish Nandy Communications Limited,PNC,Pritish Nandy Communications Limited,Active,,,,,,,,,
Uttam Galva Steels Limited,UTTAMSTL,Uttam Galva Steels Limited,Active,,,,,,,,,
Tara Chand Logistic Solutions Limited,TARACHAND,Tara Chand Logistic Solutions Limited,Active,,,,,,,,,
Prolife Industries Limited,PROLIFE,Prolife Industries Limited,Active,,,,,,,,,
Celebrity Fashions Limited,CELEBRITY,Celebrity Fashions Limited,Active,,,,,,,,,
Ajooni Biotech Limited,AJOONI,Ajooni Biotech Limited,Active,,,,,,,,,
Hisar Metal Industries Limited,HISARMETAL,Hisar Metal Industries Limited,Active,,,,,,,,,
Digicontent Limited,DGCONTENT,Digicontent Limited,Active,,,,,,,,,
